1	-0.75	0
2	-0.90	0
3	-0.30	0
4	-0.70	-0.70
5	-1.15	0
6	-0.65	0
7	-0.45	0
8	-0.70	0.00
9	-1.65	0
10	-2.00	0
11	-2.45	0
12	-1.10	-0.40
13	-2.25	0
14	-1.50	0
15	-1.85	0
16	-0.95	0.15
17	-0.95	0
18	-0.95	0
19	-2.15	0
20	-1.85	-0.90
21	-1.40	0
22	-1.20	0
23	-0.90	0
24	0.15	2.00
25	-0.80	0
26	-0.60	0
27	-0.75	0
28	-1.15	-1.30
29	-0.55	0
30	-0.75	0
31	-1.25	0
32	-1.95	-0.80
33	-3.00	0
34	-0.85	0
35	-1.05	0
36	-0.90	1.05
37	-0.75	0
38	-1.85	0
39	-1.65	0
40	-1.70	-0.80
41	-1.65	0
42	-1.45	0
43	-1.50	0
44	-1.25	0.45
45	-1.85	0
46	-2.50	0
47	-2.30	0
48	-2.20	-0.95
49	-1.80	0
50	-2.60	0
51	-1.80	0
52	-2.55	-0.35
53	-2.70	0
54	-1.20	0
55	-1.35	0
56	-2.10	0.45
57	-2.10	0
58	-2.15	0
59	-2.00	0
60	-2.20	-0.10
61	-3.55	0
62	-3.35	0
63	-3.55	0
64	-1.30	0.90
65	-1.50	0
66	-1.20	0
67	-2.75	0
68	-2.95	-1.65
69	-1.65	0
70	-0.85	0
71	-0.55	0
72	-1.85	1.10
73	-2.00	0
74	-0.45	0
75	-1.35	0
76	-0.25	1.60
77	-0.85	0
78	-1.35	0
79	-1.95	0
80	-2.05	-1.80
81	-0.80	0
82	-1.70	0
83	-2.85	0
84	-0.95	1.10
85	
